# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
para	FBgn0285944	FBtr0303687	protein_coding	0	26	1	612	36	0	1	8	0	558	1	0	0	0	6	0	0	0	0	20	15
para	FBgn0285944	FBtr0303688	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303689	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303690	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303691	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303692	protein_coding	0	27	1	509	1	0	1	13	0	499	1	0	0	0	6	0	0	0	0	21	1
para	FBgn0285944	FBtr0303693	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303694	protein_coding	0	5	3	529	17	0	1	13	0	502	3	0	0	0	5	0	0	0	0	0	1
para	FBgn0285944	FBtr0303695	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303696	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303697	protein_coding	1	17	1	518	9	0	1	13	0	500	1	0	0	0	6	0	1	0	0	11	1
para	FBgn0285944	FBtr0303698	protein_coding	1	17	1	518	9	0	1	13	0	500	1	0	0	0	6	0	1	0	0	11	1
para	FBgn0285944	FBtr0303699	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303700	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303701	protein_coding	0	27	1	509	1	0	1	13	0	499	1	0	0	0	6	0	0	0	0	21	1
para	FBgn0285944	FBtr0303702	protein_coding	0	27	1	509	1	0	1	13	0	499	1	0	0	0	6	0	0	0	0	21	1
para	FBgn0285944	FBtr0303703	protein_coding	0	25	1	511	1	0	1	13	0	501	1	0	0	0	6	0	0	0	0	19	1
para	FBgn0285944	FBtr0303704	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303705	protein_coding	0	13	4	520	10	0	1	13	0	501	4	0	0	0	6	0	0	0	0	7	1
para	FBgn0285944	FBtr0303706	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0303707	protein_coding	0	13	4	520	11	0	1	13	0	500	4	0	0	0	6	0	0	0	0	7	1
para	FBgn0285944	FBtr0331170	protein_coding	0	26	2	509	0	0	1	13	0	500	2	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0342746	protein_coding	0	26	1	556	59	0	1	1	0	500	1	0	0	0	6	0	0	0	0	20	1
para	FBgn0285944	FBtr0344944	protein_coding	0	26	1	510	1	0	1	13	0	500	1	0	0	0	6	0	0	0	0	20	1
park	FBgn0041100	FBtr0078318	protein_coding	1	12	2	30	1	0	0	17	0	4	2	0	1	0	2	0	0	0	0	10	11
park	FBgn0041100	FBtr0078319	protein_coding	1	12	2	27	1	0	0	17	0	4	2	0	1	0	2	0	0	0	0	10	8
parvin	FBgn0052528	FBtr0074793	protein_coding	0	6	1	21	3	0	0	7	0	5	1	0	0	0	0	0	0	0	0	6	6
parvin	FBgn0052528	FBtr0346042	protein_coding	0	6	1	21	3	0	0	7	0	5	1	0	0	0	0	0	0	0	0	6	6
pasha	FBgn0039861	FBtr0085820	protein_coding	0	24	9	67	9	0	4	21	0	27	9	0	0	0	2	0	0	0	0	22	8
pasha	FBgn0039861	FBtr0337031	protein_coding	0	22	8	62	9	0	0	21	0	22	8	0	0	0	2	0	0	0	0	20	12
pasha	FBgn0039861	FBtr0337032	protein_coding	0	24	9	73	16	0	0	9	0	39	9	0	0	0	2	0	0	0	0	22	11
pasi1	FBgn0038545	FBtr0083513	protein_coding	0	7	0	43	5	0	0	14	0	15	0	0	0	0	0	0	0	0	0	7	9
pasi1	FBgn0038545	FBtr0305007	protein_coding	0	7	0	43	5	0	0	14	0	15	0	0	0	0	0	0	0	0	0	7	9
pasi2	FBgn0037680	FBtr0082017	protein_coding	1	9	4	56	15	0	1	23	0	14	4	0	1	0	1	0	0	0	0	8	5
pasi2	FBgn0037680	FBtr0082018	protein_coding	0	10	4	54	11	0	1	25	0	14	4	0	0	0	2	0	0	0	0	8	5
pasi2	FBgn0037680	FBtr0082019	protein_coding	0	9	4	54	11	0	7	25	0	8	4	0	0	0	1	0	0	0	0	8	4
path	FBgn0036007	FBtr0076427	protein_coding	0	34	1	344	17	1	5	32	0	282	1	0	0	0	6	0	0	0	0	27	14
path	FBgn0036007	FBtr0333864	protein_coding	0	39	1	343	17	4	15	32	0	272	1	0	0	0	8	0	0	0	0	27	14
path	FBgn0036007	FBtr0333865	protein_coding	0	28	1	94	17	0	2	32	0	12	1	0	0	0	3	0	0	0	0	25	34
pav	FBgn0011692	FBtr0073227	protein_coding	0	36	4	49	6	0	12	7	0	7	4	0	0	0	3	0	0	0	0	34	19
pb	FBgn0051481	FBtr0089276	protein_coding	0	13	7	426	3	2	17	5	0	393	7	0	0	0	1	0	0	0	0	10	8
pb	FBgn0051481	FBtr0089277	protein_coding	0	13	7	426	3	2	17	5	0	393	7	0	0	0	1	0	0	0	0	10	8
pb	FBgn0051481	FBtr0089278	protein_coding	0	13	7	426	3	2	17	5	0	393	7	0	0	0	1	0	0	0	0	10	8
pb	FBgn0051481	FBtr0089279	protein_coding	0	13	7	426	3	2	17	5	0	393	7	0	0	0	1	0	0	0	0	10	8
pbl	FBgn0003041	FBtr0076771	protein_coding	0	73	3	484	17	3	8	15	0	422	3	0	0	0	6	0	0	0	0	64	28
pbl	FBgn0003041	FBtr0076772	protein_coding	1	119	20	420	17	3	8	15	0	360	20	0	0	0	8	0	1	0	0	108	28
pbl	FBgn0003041	FBtr0076773	protein_coding	0	67	3	232	17	3	12	15	0	156	3	0	0	0	6	0	0	0	0	58	38
pbl	FBgn0003041	FBtr0076774	protein_coding	1	113	20	168	17	3	12	15	0	94	20	0	0	0	8	0	1	0	0	102	38
pbl	FBgn0003041	FBtr0112817	protein_coding	0	72	7	407	17	0	0	15	0	341	7	0	0	0	7	0	0	0	0	66	40
pbl	FBgn0003041	FBtr0306647	protein_coding	0	52	1	78	17	0	6	15	0	27	1	0	0	0	5	0	0	0	0	47	18
pch2	FBgn0051453	FBtr0081898	protein_coding	0	5	6	27	0	0	0	11	0	3	6	0	0	0	1	0	0	0	0	5	13
pch2	FBgn0051453	FBtr0339330	protein_coding	0	5	6	34	7	0	0	11	0	3	6	0	0	0	1	0	0	0	0	5	13
pck	FBgn0013720	FBtr0070255	protein_coding	0	3	0	15	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	8
pck	FBgn0013720	FBtr0070256	protein_coding	0	3	0	14	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	7
pck	FBgn0013720	FBtr0100198	protein_coding	0	0	0	18	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8
pcm	FBgn0020261	FBtr0074784	protein_coding	0	18	11	41	0	0	1	23	0	7	11	0	0	0	2	0	0	0	0	16	12
pcm	FBgn0020261	FBtr0302082	protein_coding	0	18	11	49	3	0	1	28	0	7	11	0	0	0	2	0	0	0	0	16	12
pcs	FBgn0033988	FBtr0301507	protein_coding	0	27	1	267	2	1	12	17	0	234	1	0	0	0	2	0	0	0	0	24	3
pcx	FBgn0003048	FBtr0332381	protein_coding	0	59	15	34	3	1	5	3	0	9	15	0	0	0	2	0	0	0	0	56	16
pcx	FBgn0003048	FBtr0342766	protein_coding	0	59	15	34	3	1	5	3	0	9	15	0	0	0	2	0	0	0	0	56	16
pcx	FBgn0003048	FBtr0344153	protein_coding	0	59	15	34	3	1	5	3	0	9	15	0	0	0	2	0	0	0	0	56	16
pdgy	FBgn0027601	FBtr0073972	protein_coding	0	19	3	110	12	0	7	5	0	75	3	0	0	0	2	0	0	0	0	17	13
pdgy	FBgn0027601	FBtr0303294	protein_coding	0	21	3	114	14	2	17	3	0	81	3	0	0	0	2	0	0	0	0	17	1
pdgy	FBgn0027601	FBtr0308838	protein_coding	0	21	3	114	12	2	17	5	0	79	3	0	0	0	2	0	0	0	0	17	3
pdgy	FBgn0027601	FBtr0343521	protein_coding	0	20	3	122	12	1	12	5	0	91	3	0	0	0	2	0	0	0	0	17	4
pdm2	FBgn0004394	FBtr0080392	protein_coding	0	51	26	725	1	1	5	20	0	687	26	0	0	0	4	0	0	0	0	46	16
pdm2	FBgn0004394	FBtr0080393	protein_coding	0	33	10	228	1	0	5	20	0	185	10	0	0	0	2	0	0	0	0	31	19
pdm2	FBgn0004394	FBtr0340539	protein_coding	0	51	26	727	1	1	7	20	0	687	26	0	0	0	4	0	0	0	0	46	16
pdm2	FBgn0004394	FBtr0340540	protein_coding	0	52	26	729	1	2	17	20	0	687	26	0	0	0	4	0	0	0	0	46	8
pdm3	FBgn0261588	FBtr0302918	protein_coding	0	15	11	113	11	1	3	18	0	57	11	0	0	0	1	0	0	0	0	13	25
pdm3	FBgn0261588	FBtr0302919	protein_coding	0	16	13	996	11	0	5	18	0	953	13	0	0	0	1	0	0	0	0	15	10
pdm3	FBgn0261588	FBtr0339349	protein_coding	0	16	13	996	11	0	5	18	0	953	13	0	0	0	1	0	0	0	0	15	10
pdm3	FBgn0261588	FBtr0339350	protein_coding	0	16	13	996	11	0	5	18	0	953	13	0	0	0	1	0	0	0	0	15	10
pds5	FBgn0260012	FBtr0087974	protein_coding	0	50	8	53	4	0	1	5	0	36	8	0	0	0	7	0	0	0	0	44	13
pds5	FBgn0260012	FBtr0306062	protein_coding	0	50	8	54	4	1	4	5	0	33	8	0	0	0	6	0	0	0	0	44	13
pea	FBgn0086895	FBtr0087518	protein_coding	0	45	14	19	0	0	3	5	0	4	14	0	0	0	0	0	0	0	0	45	7
peb	FBgn0003053	FBtr0070680	protein_coding	0	53	19	60	3	0	2	3	0	30	19	0	0	0	0	0	0	0	0	53	22
peb	FBgn0003053	FBtr0100265	protein_coding	0	53	19	76	6	0	2	16	0	30	19	0	0	0	0	0	0	0	0	53	22
pelo	FBgn0011207	FBtr0079847	protein_coding	0	31	4	285	16	0	2	45	0	213	4	0	0	0	7	0	0	0	0	25	15
pen-2	FBgn0053198	FBtr0089842	protein_coding	0	9	2	64	2	1	3	11	0	13	2	0	0	0	1	0	0	0	1	6	36
pen-2	FBgn0053198	FBtr0340331	protein_coding	0	9	2	65	11	1	3	3	0	13	2	0	0	0	1	0	0	0	1	6	36
peng	FBgn0015527	FBtr0077223	protein_coding	0	12	8	49	2	0	0	24	0	18	8	0	0	0	0	0	0	0	0	12	5
per	FBgn0003068	FBtr0070477	protein_coding	0	39	3	77	9	0	2	18	0	44	3	0	0	0	2	0	0	0	0	37	6
per	FBgn0003068	FBtr0332311	protein_coding	0	39	3	77	7	0	2	18	0	46	3	0	0	0	2	0	0	0	0	37	6
pes	FBgn0031969	FBtr0114550	protein_coding	1	15	3	155	2	1	8	29	0	93	3	0	0	1	0	0	0	0	0	14	24
pes	FBgn0031969	FBtr0300183	protein_coding	0	14	3	164	7	0	3	32	0	98	3	0	0	0	0	0	0	0	0	14	24
pes	FBgn0031969	FBtr0331673	protein_coding	0	4	1	53	2	0	0	25	0	4	1	0	0	0	0	0	0	0	0	4	22
pes	FBgn0031969	FBtr0331674	protein_coding	0	14	3	106	2	0	0	29	0	53	3	0	0	0	0	0	0	0	0	14	22
pes	FBgn0031969	FBtr0344860	protein_coding	0	14	3	138	2	0	1	29	0	89	3	0	0	0	0	0	0	0	0	14	17
pes	FBgn0031969	FBtr0344861	protein_coding	0	14	3	132	2	0	1	29	0	85	3	0	0	0	0	0	0	0	0	14	15
pgc	FBgn0016053	FBtr0112519	protein_coding	0	0	3	117	16	0	0	26	0	56	3	0	0	0	0	0	0	0	0	0	19
pgc	FBgn0016053	FBtr0112520	protein_coding	0	1	3	117	16	1	9	26	0	47	3	0	0	0	0	0	0	0	0	0	19
pgc	FBgn0016053	FBtr0342987	protein_coding	0	0	3	81	16	0	0	26	0	0	3	0	0	0	0	0	0	0	0	0	39
ph-d	FBgn0004860	FBtr0070433	protein_coding	0	4	3	31	19	0	0	1	0	1	3	0	0	0	0	0	0	0	0	4	10
ph-d	FBgn0004860	FBtr0112843	protein_coding	0	4	1	44	19	0	3	1	0	12	1	0	0	0	0	0	0	0	0	4	9
ph-p	FBgn0004861	FBtr0070432	protein_coding	0	2	1	16	2	0	1	3	0	9	1	0	0	0	0	0	0	0	0	2	1
ph-p	FBgn0004861	FBtr0301515	protein_coding	0	2	1	16	2	0	1	3	0	9	1	0	0	0	0	0	0	0	0	2	1
ph-p	FBgn0004861	FBtr0343589	protein_coding	0	2	1	16	2	0	1	3	0	9	1	0	0	0	0	0	0	0	0	2	1
ph-p	FBgn0004861	FBtr0345598	protein_coding	0	2	1	19	2	0	0	3	0	11	1	0	0	0	0	0	0	0	0	2	3
phm	FBgn0004959	FBtr0074603	protein_coding	0	12	3	22	1	0	4	6	0	5	3	0	0	0	0	0	0	0	0	12	6
phm	FBgn0004959	FBtr0342846	protein_coding	0	12	3	25	1	0	4	9	0	5	3	0	0	0	0	0	0	0	0	12	6
phol	FBgn0035997	FBtr0076475	protein_coding	0	16	4	31	6	0	2	10	0	0	4	0	0	0	0	0	0	0	0	16	13
phol	FBgn0035997	FBtr0345600	protein_coding	0	16	4	31	8	0	2	8	0	0	4	0	0	0	0	0	0	0	0	16	13
phr	FBgn0003082	FBtr0088838	protein_coding	0	6	8	9	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	9
phr	FBgn0003082	FBtr0088839	protein_coding	0	4	8	9	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	4	8
phr6-4	FBgn0016054	FBtr0081404	protein_coding	0	8	13	36	0	0	1	20	0	0	13	0	0	0	0	0	0	0	0	8	15
phr6-4	FBgn0016054	FBtr0081405	protein_coding	0	8	13	36	0	0	1	20	0	0	13	0	0	0	0	0	0	0	0	8	15
phr6-4	FBgn0016054	FBtr0336829	protein_coding	0	8	13	30	0	0	1	20	0	0	13	0	0	0	0	0	0	0	0	8	9
phr6-4	FBgn0016054	FBtr0336830	protein_coding	0	8	13	30	0	0	1	20	0	0	13	0	0	0	0	0	0	0	0	8	9
phtf	FBgn0028579	FBtr0086125	protein_coding	0	28	16	50	3	0	5	14	0	12	16	0	0	0	2	0	0	0	0	26	18
phu	FBgn0043791	FBtr0082060	protein_coding	0	18	3	34	1	0	0	12	0	2	3	0	0	0	0	0	0	0	0	18	19
phyl	FBgn0013725	FBtr0087516	protein_coding	0	30	16	185	3	1	9	25	0	115	16	0	0	0	1	0	0	0	0	28	34
pic	FBgn0260962	FBtr0082709	protein_coding	0	35	5	23	2	0	0	13	0	10	5	0	0	0	2	0	0	0	0	33	0
pico	FBgn0261811	FBtr0074804	protein_coding	0	28	5	263	10	1	12	12	0	220	5	0	0	0	1	0	0	0	0	26	10
pico	FBgn0261811	FBtr0074805	protein_coding	0	27	5	232	22	1	4	10	0	187	5	0	0	0	1	0	0	0	0	25	10
pico	FBgn0261811	FBtr0303995	protein_coding	0	27	5	241	10	0	2	12	0	206	5	0	0	0	1	0	0	0	0	26	12
pico	FBgn0261811	FBtr0303996	protein_coding	0	26	5	185	10	0	3	12	0	141	5	0	0	0	1	0	0	0	0	25	20
pie	FBgn0005683	FBtr0080046	protein_coding	0	33	18	52	1	0	2	31	0	7	18	0	0	0	2	0	0	0	0	32	12
pie	FBgn0005683	FBtr0333490	protein_coding	0	33	18	53	1	0	2	32	0	7	18	0	0	0	2	0	0	0	0	32	12
pigeon	FBgn0010309	FBtr0081194	protein_coding	0	51	15	42	2	0	0	10	0	15	15	0	0	0	4	0	0	0	0	47	19
pigeon	FBgn0010309	FBtr0302561	protein_coding	0	49	15	44	4	0	0	10	0	15	15	0	0	0	4	0	0	0	0	45	19
pigs	FBgn0029881	FBtr0070948	protein_coding	0	53	17	613	23	0	6	2	0	578	17	0	0	0	3	0	0	0	0	50	7
pigs	FBgn0029881	FBtr0308653	protein_coding	0	54	17	611	25	1	16	15	0	537	17	0	0	0	3	0	0	0	0	50	21
pigs	FBgn0029881	FBtr0343375	protein_coding	0	53	17	628	25	0	6	15	0	578	17	0	0	0	3	0	0	0	0	50	7
pim	FBgn0003087	FBtr0080001	protein_coding	1	7	16	51	8	0	0	27	0	11	16	0	0	0	1	0	1	0	0	7	5
pim	FBgn0003087	FBtr0332190	protein_coding	1	7	16	51	8	0	0	27	0	11	16	0	0	0	1	0	1	0	0	7	5
pins	FBgn0040080	FBtr0085189	protein_coding	0	36	6	60	17	1	1	22	0	11	6	0	0	0	1	0	0	0	0	34	10
pinta	FBgn0038966	FBtr0084297	protein_coding	0	19	6	67	9	1	5	17	0	16	6	0	0	0	2	0	0	0	0	16	22
pinta	FBgn0038966	FBtr0346142	protein_coding	0	20	6	69	9	2	15	17	0	16	6	0	0	0	2	0	0	0	0	16	14
pio	FBgn0020521	FBtr0072312	protein_coding	0	23	3	399	13	1	5	29	0	339	3	0	0	0	3	0	0	0	0	19	15
pio	FBgn0020521	FBtr0072313	protein_coding	2	7	4	309	3	1	5	32	0	256	4	0	0	0	2	0	1	1	0	4	15
pio	FBgn0020521	FBtr0301502	protein_coding	0	24	3	399	13	2	19	29	0	325	3	0	0	0	3	0	0	0	0	19	15
pio	FBgn0020521	FBtr0343486	protein_coding	0	22	3	243	13	0	0	29	0	189	3	0	0	0	3	0	0	0	0	19	14
pip	FBgn0003089	FBtr0075003	protein_coding	0	16	2	729	2	2	5	19	0	689	2	0	0	0	2	0	0	0	0	12	16
pip	FBgn0003089	FBtr0075004	protein_coding	0	10	14	572	0	2	5	22	0	529	14	0	0	0	0	0	0	0	0	8	16
pip	FBgn0003089	FBtr0075005	protein_coding	0	23	5	628	0	2	5	18	0	590	5	0	0	0	1	0	0	0	0	20	16
pip	FBgn0003089	FBtr0075007	protein_coding	0	11	5	617	0	2	5	31	0	567	5	0	0	0	2	0	0	0	0	7	16
pip	FBgn0003089	FBtr0075008	protein_coding	0	10	5	651	1	2	5	8	0	621	5	0	0	0	0	0	0	0	0	8	16
pip	FBgn0003089	FBtr0075009	protein_coding	0	8	3	670	3	2	5	11	0	635	3	0	0	0	1	0	0	0	0	5	16
pip	FBgn0003089	FBtr0075010	protein_coding	1	5	4	677	3	2	5	7	0	646	4	0	0	0	0	0	1	0	0	3	16
pip	FBgn0003089	FBtr0075011	protein_coding	0	8	2	706	7	2	5	19	0	659	2	0	0	0	1	0	0	0	0	5	16
pip	FBgn0003089	FBtr0075012	protein_coding	0	8	7	524	2	2	5	9	0	493	7	0	0	0	1	0	0	0	0	5	16
pip	FBgn0003089	FBtr0075013	protein_coding	0	9	4	555	3	2	5	23	0	508	4	0	0	0	0	0	0	0	0	7	16
pip	FBgn0003089	FBtr0333897	protein_coding	0	9	4	555	3	2	5	23	0	508	4	0	0	0	0	0	0	0	0	7	16
pirk	FBgn0034647	FBtr0071682	protein_coding	0	13	7	54	7	0	7	15	0	0	7	0	0	0	0	0	0	0	0	13	25
pirk	FBgn0034647	FBtr0345682	protein_coding	0	17	7	67	7	2	21	15	0	5	7	0	0	0	2	0	0	0	0	13	21
pit	FBgn0266581	FBtr0084174	protein_coding	0	32	7	125	2	0	2	41	0	62	7	0	0	0	3	0	0	0	0	29	21
pit	FBgn0266581	FBtr0084175	protein_coding	0	33	7	96	2	1	7	41	0	23	7	0	0	0	3	0	0	0	0	29	26
pit	FBgn0266581	FBtr0346345	protein_coding	0	33	7	112	20	1	7	39	0	23	7	0	0	0	3	0	0	0	0	29	26
pita	FBgn0034878	FBtr0072112	protein_coding	0	19	2	75	2	0	3	18	0	36	2	0	0	0	1	0	0	0	0	18	16
pita	FBgn0034878	FBtr0072113	protein_coding	0	18	2	35	2	0	3	18	0	2	2	0	0	0	1	0	0	0	0	17	10
piwi	FBgn0004872	FBtr0080166	protein_coding	0	41	17	60	0	1	2	8	0	25	17	0	0	0	1	0	0	0	0	39	26
piwi	FBgn0004872	FBtr0340227	protein_coding	0	41	17	59	0	1	2	7	0	25	17	0	0	0	1	0	0	0	0	39	26
pix	FBgn0086706	FBtr0076557	protein_coding	0	31	1	50	1	0	0	26	0	10	1	0	0	0	2	0	0	0	0	30	14
pix	FBgn0086706	FBtr0076558	protein_coding	0	31	1	45	1	0	0	26	0	10	1	0	0	0	2	0	0	0	0	30	9
pk	FBgn0003090	FBtr0089042	protein_coding	0	24	5	914	4	0	5	20	0	868	5	0	0	0	1	0	0	0	0	23	18
pk	FBgn0003090	FBtr0089043	protein_coding	0	27	5	585	4	2	9	20	0	539	5	0	0	0	1	0	0	0	0	24	14
pk	FBgn0003090	FBtr0089044	protein_coding	0	30	13	344	4	0	11	20	0	295	13	0	0	0	1	0	0	0	0	29	15
pkaap	FBgn0040079	FBtr0080826	protein_coding	0	37	13	45	10	0	1	9	0	22	13	0	0	0	1	0	0	0	0	36	4
ple	FBgn0005626	FBtr0076956	protein_coding	0	38	3	112	8	0	3	7	0	73	3	0	0	0	5	0	0	0	0	35	24
ple	FBgn0005626	FBtr0076957	protein_coding	0	41	3	109	8	0	3	7	0	70	3	0	0	0	5	0	0	0	0	38	24
ple	FBgn0005626	FBtr0345585	protein_coding	0	41	3	127	8	0	3	25	0	70	3	0	0	0	5	0	0	0	0	38	24
plh	FBgn0037292	FBtr0301312	protein_coding	0	4	0	211	1	0	0	8	0	190	0	0	0	0	2	0	0	0	0	2	14
pll	FBgn0010441	FBtr0085179	protein_coding	0	26	2	36	7	0	3	13	0	2	2	0	0	0	0	0	0	0	0	26	11
pll	FBgn0010441	FBtr0334732	protein_coding	0	26	2	34	4	0	3	14	0	2	2	0	0	0	0	0	0	0	0	26	11
plu	FBgn0003114	FBtr0086306	protein_coding	0	28	5	25	0	1	2	13	0	4	5	0	0	0	1	0	0	0	0	27	6
plum	FBgn0039431	FBtr0302209	protein_coding	0	67	20	1230	38	1	9	13	0	1161	20	0	0	0	11	0	0	0	0	56	18
plum	FBgn0039431	FBtr0302210	protein_coding	0	67	20	1230	38	1	5	13	0	1165	20	0	0	0	11	0	0	0	0	56	18
plum	FBgn0039431	FBtr0305049	protein_coding	0	67	20	1260	51	1	12	30	0	1158	20	0	0	0	11	0	0	0	0	56	18
plum	FBgn0039431	FBtr0344120	protein_coding	0	67	20	1230	38	1	10	13	0	1160	20	0	0	0	11	0	0	0	0	56	18
plx	FBgn0261261	FBtr0302090	protein_coding	0	15	13	36	3	0	7	8	0	9	13	0	0	0	1	0	0	0	0	14	10
plx	FBgn0261261	FBtr0302091	protein_coding	0	17	14	205	3	0	8	8	0	177	14	0	0	0	1	0	0	0	0	16	10
plx	FBgn0261261	FBtr0302092	protein_coding	0	15	13	70	3	0	3	8	0	47	13	0	0	0	1	0	0	0	0	14	10
plx	FBgn0261261	FBtr0334947	protein_coding	0	17	12	207	3	0	11	8	0	176	12	0	0	0	1	0	0	0	0	16	10
plx	FBgn0261261	FBtr0334948	protein_coding	0	15	11	72	3	0	3	8	0	49	11	0	0	0	1	0	0	0	0	14	10
pn	FBgn0003116	FBtr0070389	protein_coding	0	12	3	15	2	0	0	3	0	4	3	0	0	0	1	0	0	0	0	11	7
png	FBgn0000826	FBtr0070234	protein_coding	0	11	3	12	9	0	0	1	0	0	3	0	0	0	0	0	0	0	0	11	2
pnr	FBgn0003117	FBtr0083220	protein_coding	0	30	1	297	7	0	11	18	0	251	1	0	0	0	4	0	0	0	0	27	13
pnr	FBgn0003117	FBtr0083221	protein_coding	0	30	1	130	7	1	8	18	0	80	1	0	0	0	2	0	0	0	0	28	18
pnr	FBgn0003117	FBtr0335426	protein_coding	0	30	1	145	23	1	8	17	0	80	1	0	0	0	2	0	0	0	0	28	18
pnr	FBgn0003117	FBtr0335427	protein_coding	0	30	1	316	23	0	13	17	0	251	1	0	0	0	4	0	0	0	0	27	15
pns	FBgn0035229	FBtr0072735	protein_coding	0	73	10	87	13	0	2	15	0	56	10	0	0	0	5	0	0	0	0	68	6
pns	FBgn0035229	FBtr0072736	protein_coding	0	73	10	84	13	0	4	15	0	53	10	0	0	0	5	0	0	0	0	68	4
pns	FBgn0035229	FBtr0072737	protein_coding	0	51	7	112	39	0	2	15	0	55	7	0	0	0	5	0	0	0	0	46	6
pnt	FBgn0003118	FBtr0089715	protein_coding	0	24	8	133	2	2	25	26	0	50	8	0	0	0	1	0	0	0	0	21	31
pnt	FBgn0003118	FBtr0089716	protein_coding	0	38	6	681	2	2	14	26	0	628	6	0	0	0	3	0	0	0	0	33	14
pnt	FBgn0003118	FBtr0089717	protein_coding	0	38	6	1671	13	0	12	36	0	1593	6	0	0	0	4	0	0	0	0	34	21
pnt	FBgn0003118	FBtr0334554	protein_coding	0	23	9	154	13	2	25	36	0	49	9	0	0	0	1	0	0	0	0	21	31
pnut	FBgn0013726	FBtr0088792	protein_coding	0	21	3	35	2	0	5	11	0	0	3	0	0	0	0	0	0	0	0	21	17
pnut	FBgn0013726	FBtr0088793	protein_coding	0	21	3	24	2	0	2	11	0	0	3	0	0	0	0	0	0	0	0	21	9
pod1	FBgn0029903	FBtr0070964	protein_coding	0	31	5	105	19	0	5	14	0	61	5	0	0	0	5	0	0	0	0	27	10
pod1	FBgn0029903	FBtr0070965	protein_coding	0	31	5	96	19	0	6	14	0	55	5	0	0	0	5	0	0	0	0	27	6
pod1	FBgn0029903	FBtr0070966	protein_coding	0	31	5	93	19	0	5	14	0	52	5	0	0	0	5	0	0	0	0	27	7
pod1	FBgn0029903	FBtr0070967	protein_coding	0	31	5	89	19	0	6	14	0	50	5	0	0	0	5	0	0	0	0	27	4
pod1	FBgn0029903	FBtr0070968	protein_coding	0	32	5	86	19	0	8	14	0	47	5	0	0	0	6	0	0	0	0	27	3
pod1	FBgn0029903	FBtr0112956	protein_coding	0	36	7	95	19	0	5	11	0	54	7	0	0	0	5	0	0	0	0	32	10
pod1	FBgn0029903	FBtr0308228	protein_coding	0	36	7	98	19	0	5	14	0	54	7	0	0	0	5	0	0	0	0	32	10
poe	FBgn0011230	FBtr0079545	protein_coding	1	352	48	62	6	0	0	2	0	48	48	0	0	1	11	0	0	0	0	345	14
poe	FBgn0011230	FBtr0333088	protein_coding	1	352	48	62	4	0	0	4	0	48	48	0	0	1	11	0	0	0	0	345	14
polo	FBgn0003124	FBtr0074839	protein_coding	0	9	0	41	4	0	3	7	0	19	0	0	0	0	1	0	0	0	0	9	8
polo	FBgn0003124	FBtr0100318	protein_coding	0	9	0	35	2	0	2	8	0	19	0	0	0	0	1	0	0	0	0	9	4
poly	FBgn0086371	FBtr0082772	protein_coding	0	11	5	100	2	0	3	18	0	56	5	0	0	0	1	0	0	0	0	10	21
